"subj_id","block_ix","trial_ix","cue","cue_type","cue_l","cue_q","mask_type","mask_c","mask_m","mask_r","pic","up_pic","response","rt","is_correct","is_error"
"MWP501",0,57,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"gorilla","left","left",359.616687056,1,0
"MWP501",0,58,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"elephant","left","left",359.353876906,1,0
"MWP501",0,59,"chicken","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"chicken","right","right",317.05275178,1,0
"MWP501",0,60,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"raccoon","left","left",332.74610457,1,0
"MWP501",0,61,"leopard","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"leopard","left","left",321.661677677,1,0
"MWP501",0,62,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"raccoon","left","left",312.063258374,1,0
"MWP501",0,63,"leopard","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"leopard","right","right",382.504565176,1,0
"MWP501",0,64,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"elephant","right","right",372.215976939,1,0
"MWP501",0,65,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"chicken","right","right",379.945870489,1,0
"MWP501",0,66,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"raccoon","left","left",306.693586987,1,0
"MWP501",0,67,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"chicken","right","right",481.517311418,1,0
"MWP501",0,68,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"penguin","left","left",425.327801146,1,0
"MWP501",0,69,"chicken","invalid",0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"leopard","left","left",359.008792555,1,0
"MWP501",0,70,"skunk","invalid",0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"penguin","left","left",377.922154497,1,0
"MWP501",0,71,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"rabbit","left","left",328.485382954,1,0
"MWP501",0,72,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"donkey","right","right",286.971128546,1,0
"MWP501",0,73,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"chair","right","right",422.565565212,1,0
"MWP501",0,74,"donkey","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"donkey","left","left",377.772032749,1,0
"MWP501",0,75,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"penguin","right","right",449.742239434,1,0
"MWP501",0,76,"chair","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"chair","left","left",472.454260802,1,0
"MWP501",0,77,"skunk","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"skunk","left","left",508.515399415,1,0
"MWP501",0,78,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"chicken","right","right",427.327731624,1,0
"MWP501",0,79,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"penguin","left","left",339.031712385,1,0
"MWP501",0,80,"rabbit","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"rabbit","right","right",381.499335868,1,0
"MWP501",0,81,"skunk","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"skunk","right","right",327.546440996,1,0
"MWP501",0,82,"donkey","invalid",0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"chicken","right","right",506.934639532,1,0
"MWP501",0,83,"penguin","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"penguin","left","left",319.303404773,1,0
"MWP501",0,84,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"chair","right","right",374.539936194,1,0
"MWP501",0,85,"chicken","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"chicken","left","left",484.244064195,1,0
"MWP501",0,86,"donkey","invalid",0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"gorilla","right","right",330.364826601,1,0
"MWP501",0,87,"chicken","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"chicken","left","right",NA,0,1
"MWP501",0,88,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"leopard","left","left",440.431195777,1,0
"MWP501",0,89,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"skunk","right","right",568.320303923,1,0
"MWP501",0,90,"chicken","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"chicken","right","right",326.084218454,1,0
"MWP501",0,91,"skunk","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"skunk","left","left",400.000155903,1,0
"MWP501",0,92,"leopard","invalid",0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"penguin","right","right",439.617420081,1,0
"MWP501",0,93,"raccoon","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"raccoon","left","left",373.413829599,1,0
"MWP501",0,94,"leopard","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"leopard","left","left",388.044244144,1,0
"MWP501",0,95,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"chicken","right","right",394.79971258,1,0
"MWP501",0,96,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"penguin","right","right",410.569880623,1,0
"MWP501",0,97,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"rabbit","right","right",376.019315328,1,0
"MWP501",0,98,"donkey","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"donkey","right","right",323.408156401,1,0
"MWP501",0,99,"gorilla","invalid",0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"skunk","left","left",393.109383294,1,0
"MWP501",0,100,"rabbit","invalid",0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"elephant","right","right",413.839410525,1,0
"MWP501",0,101,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"gorilla","left","left",476.54653457,1,0
"MWP501",0,102,"donkey","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"donkey","left","left",376.23923365,1,0
"MWP501",0,103,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"skunk","right","right",304.161407519,1,0
"MWP501",0,104,"elephant","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"elephant","right","right",498.330921633,1,0
"MWP501",0,105,"gorilla","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"gorilla","left","left",366.070352728,1,0
"MWP501",1,106,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"donkey","left","left",452.029155567,1,0
"MWP501",1,107,"gorilla","invalid",0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"chair","right","right",374.727880349,1,0
"MWP501",1,108,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"gorilla","right","right",365.461678477,1,0
"MWP501",1,109,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"chicken","left","right",NA,0,1
"MWP501",1,110,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"chair","left","left",508.457690477,1,0
"MWP501",1,111,"penguin","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"penguin","right","right",387.058511144,1,0
"MWP501",1,112,"skunk","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"skunk","left","left",333.616809454,1,0
"MWP501",1,113,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"raccoon","right","right",358.208274236,1,0
"MWP501",1,114,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"rabbit","left","left",380.994381616,1,0
"MWP501",1,115,"skunk","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"skunk","left","left",306.847997708,1,0
"MWP501",1,116,"donkey","invalid",0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"raccoon","left","left",358.171231113,1,0
"MWP501",1,117,"chair","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"chair","right","right",380.903918762,1,0
"MWP501",1,118,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"raccoon","left","left",476.663122419,1,0
"MWP501",1,119,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"penguin","right","right",329.747183714,1,0
"MWP501",1,120,"raccoon","invalid",0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"donkey","left","left",396.272463026,1,0
"MWP501",1,121,"leopard","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"leopard","right","right",401.499421569,1,0
"MWP501",1,122,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"penguin","left","left",432.050905656,1,0
"MWP501",1,123,"rabbit","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"rabbit","right","right",311.819554539,1,0
"MWP501",1,124,"raccoon","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"raccoon","left","left",347.896680469,1,0
"MWP501",1,125,"elephant","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"elephant","right","right",330.128531205,1,0
"MWP501",1,126,"chair","invalid",0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"gorilla","left","left",396.540342364,1,0
"MWP501",1,127,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"penguin","left","left",348.306102911,1,0
"MWP501",1,128,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"leopard","left","left",355.231968919,1,0
"MWP501",1,129,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"elephant","right","right",358.496819623,1,0
"MWP501",1,130,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"rabbit","right","right",325.449808966,1,0
"MWP501",1,131,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"elephant","left","left",348.471431527,1,0
"MWP501",1,132,"donkey","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"donkey","left","left",351.673114114,1,0
"MWP501",1,133,"chicken","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"chicken","right","right",526.769006625,1,0
"MWP501",1,134,"elephant","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"elephant","left","left",330.25564719,1,0
"MWP501",1,135,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"chair","right","right",352.63389186,1,0
"MWP501",1,136,"rabbit","invalid",0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"chicken","left","left",305.376417004,1,0
"MWP501",1,137,"skunk","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"skunk","right","right",405.39868176,1,0
"MWP501",1,138,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"raccoon","right","right",371.851396048,1,0
"MWP501",1,139,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"rabbit","left","left",394.722507335,1,0
"MWP501",1,140,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"skunk","left","left",407.735898392,1,0
"MWP501",1,141,"raccoon","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"raccoon","left","left",318.305194378,1,0
"MWP501",1,142,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"skunk","left","left",431.019551354,1,0
"MWP501",1,143,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"elephant","left","left",365.916721756,1,0
"MWP501",1,144,"raccoon","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"raccoon","right","right",396.824598545,1,0
"MWP501",1,145,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"donkey","right","right",332.583895419,1,0
"MWP501",1,146,"penguin","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"penguin","right","right",353.496018331,1,0
"MWP501",1,147,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"chicken","left","left",344.571001595,1,0
"MWP501",1,148,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"gorilla","right","right",342.962556519,1,0
"MWP501",1,149,"chair","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"chair","right","right",309.23551484,1,0
"MWP501",1,150,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"donkey","left","left",340.130133787,1,0
"MWP501",1,151,"skunk","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"skunk","right","right",333.642154699,1,0
"MWP501",1,152,"chair","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"chair","left","left",341.124835424,1,0
"MWP501",1,153,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"gorilla","left","right",NA,0,1
"MWP501",1,154,"skunk","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"skunk","left","left",493.794522248,1,0
"MWP501",1,155,"donkey","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"donkey","left","left",392.478872789,1,0
"MWP501",1,156,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"skunk","right","right",463.294508401,1,0
"MWP501",1,157,"rabbit","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"rabbit","left","left",348.587629385,1,0
"MWP501",1,158,"leopard","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"leopard","left","left",411.452283384,1,0
"MWP501",1,159,"chicken","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"chicken","left","left",529.409585753,1,0
"MWP501",1,160,"penguin","invalid",0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"leopard","right","right",381.143723149,1,0
"MWP501",1,161,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"donkey","left","left",319.871527143,1,0
"MWP501",1,162,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"penguin","left","left",320.066879969,1,0
"MWP501",1,163,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"chair","right","right",409.265578026,1,0
"MWP501",1,164,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"elephant","right","right",352.363283047,1,0
"MWP501",1,165,"gorilla","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"gorilla","left","left",350.368811516,1,0
"MWP501",1,166,"penguin","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"penguin","left","left",338.823491707,1,0
"MWP501",1,167,"rabbit","invalid",0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"chicken","left","left",544.520779047,1,0
"MWP501",1,168,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"penguin","left","left",423.411314609,1,0
"MWP501",1,169,"rabbit","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"rabbit","right","right",497.580704046,1,0
"MWP501",1,170,"elephant","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"elephant","left","left",417.090223869,1,0
"MWP501",1,171,"chair","invalid",0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"penguin","right","right",472.175463568,1,0
"MWP501",1,172,"gorilla","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"gorilla","right","right",307.690628106,1,0
"MWP501",1,173,"raccoon","invalid",0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"elephant","left","left",368.602532428,1,0
"MWP501",1,174,"chicken","valid",-0.5,-0.333333333333333,"after",0.5,0.333333333333333,0.5,"chicken","right","right",430.408927146,1,0
"MWP501",1,175,"donkey","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"donkey","left","left",411.071715644,1,0
"MWP501",1,176,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"chicken","right","right",458.733543754,1,0
"MWP501",1,177,"gorilla","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"gorilla","left","left",343.938541366,1,0
"MWP501",1,178,"chicken","invalid",0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"rabbit","left","left",478.396343533,1,0
"MWP501",1,179,"leopard","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"leopard","right","right",393.33281084,1,0
"MWP501",1,180,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"rabbit","left","left",328.637843952,1,0
"MWP501",1,181,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"raccoon","right","right",383.303523529,1,0
"MWP501",1,182,"penguin","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"penguin","left","left",350.940053118,1,0
"MWP501",1,183,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"chicken","left","left",542.773910332,1,0
"MWP501",1,184,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"gorilla","left","left",316.196864471,1,0
"MWP501",1,185,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"donkey","left","left",338.325166376,1,0
"MWP501",1,186,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"leopard","left","left",355.100173969,1,0
"MWP501",1,187,"chicken","invalid",0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"skunk","right","right",496.024509193,1,0
"MWP501",1,188,"elephant","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"elephant","right","right",416.019876953,1,0
"MWP501",1,189,"noise","noise",0,0.666666666666667,"nomask",-0.5,-0.666666666666667,0,"skunk","right","right",461.950043449,1,0
"MWP501",1,190,"penguin","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"penguin","left","left",347.350004362,1,0
"MWP501",1,191,"rabbit","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"rabbit","right","right",325.325032696,1,0
"MWP501",1,192,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"gorilla","left","left",452.378919115,1,0
"MWP501",1,193,"gorilla","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"gorilla","right","right",507.337043062,1,0
"MWP501",1,194,"noise","noise",0,0.666666666666667,"during",0.5,0.333333333333333,-0.5,"donkey","left","left",361.638063798,1,0
"MWP501",1,195,"leopard","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"leopard","left","left",370.6636813,1,0
"MWP501",1,196,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"elephant","left","left",321.658558212,1,0
"MWP501",1,197,"rabbit","valid",-0.5,-0.333333333333333,"nomask",-0.5,-0.666666666666667,0,"rabbit","right","right",343.181305099,1,0
"MWP501",1,198,"chair","valid",-0.5,-0.333333333333333,"during",0.5,0.333333333333333,-0.5,"chair","left","left",334.873541025,1,0
"MWP501",1,199,"noise","noise",0,0.666666666666667,"after",0.5,0.333333333333333,0.5,"raccoon","right","right",346.134994645,1,0
